idx,ppq,per_block_sample,per_block_exact_offset
563,5.873958333333333,129521,432.781250000005
564,5.875,129544,455.7500000000037
565,5.885416666666667,129773,109.43750000000333
566,5.895833333333333,130003,211.12499999999744
567,5.90625,130233,184.81249999999872
568,5.916666666666667,130463,414.50000000000523
569,5.927083333333333,130692,68.18749999998528
570,5.946875,131129,120.59375000000156
571,5.957291666666667,131358,350.2812500000081
572,5.967708333333333,131588,3.9687500000077147
573,5.978125,131818,105.65625000000183
574,5.988541666666667,132047,79.3437500000227
575,5.998958333333333,132277,309.03125000000966
576,6.0,132300,332.00000000000836
577,6.010416666666667,132530,49.68750000000437
578,6.020833333333333,132759,87.37500000000207
579,6.03125,132989,61.062500000003354
580,6.041666666666667,133219,290.7500000000099
581,6.052083333333333,133448,8.437499999986331
582,6.071875,133885,252.84375000001145
583,6.082291666666667,134115,226.53125000001273
584,6.092708333333333,134344,456.21874999999966
585,6.103125,134574,109.90624999999929
586,6.113541666666667,134804,211.593750000013
587,6.123958333333333,135033,185.28124999999469
588,6.125,135056,208.24999999999338
589,6.135416666666667,135286,437.9374999999999
590,6.145833333333333,135516,91.62499999999953
591,6.15625,135745,193.31249999999363
592,6.166666666666667,135975,167.00000000001452
593,6.177083333333333,136205,396.6875000000015
594,6.196875,136641,129.0937500000161
595,6.207291666666667,136871,102.78125000001737
596,6.217708333333333,137100,332.4687500000043
597,6.228125,137330,50.15625000000035
598,6.238541666666667,137560,87.84375000001762
599,6.248958333333333,137790,61.531249999999325
600,6.25,137812,84.49999999999802
601,6.260416666666667,138042,314.18750000000455
602,6.270833333333333,138272,31.875000000000586
603,6.28125,138502,69.56249999999828
604,6.291666666666667,138731,43.24999999999957
605,6.302083333333333,138961,272.9374999999865
606,6.321875,139397,5.343750000001135
607,6.332291666666667,139627,235.03125000000767
608,6.342708333333333,139857,208.71875000000895
609,6.353125,140086,438.40625000001546
610,6.363541666666667,140316,92.09375000001509
611,6.373958333333333,140546,193.7812500000092
612,6.375,140569,216.7500000000079
613,6.385416666666667,140798,190.43750000000918
614,6.395833333333333,141028,420.12499999999613
615,6.40625,141258,73.81249999999575
616,6.416666666666667,141488,175.50000000000944
617,6.427083333333333,141717,149.18749999999113
618,6.446875,142154,9.593749999998602
619,6.457291666666667,142383,111.2812500000123
620,6.467708333333333,142613,84.968749999994
621,6.478125,142843,314.6562500000005
622,6.488541666666667,143072,32.34375000001614
623,6.498958333333333,143302,70.03124999999426
624,6.5,143325,92.99999999999295
625,6.510416666666667,143555,66.68750000001383
626,6.520833333333333,143784,296.37500000000074
627,6.53125,144014,14.062499999996803
628,6.541666666666667,144244,51.75000000001408
629,6.552083333333333,144473,25.437499999995783
630,6.571875,144910,461.8437500000101
631,6.582291666666667,145140,115.53125000000976
632,6.592708333333333,145369,217.21875000000387
633,6.603125,145599,190.90625000000517
634,6.613541666666667,145829,420.5937500000117
635,6.623958333333333,146058,74.28124999999173
636,6.625,146081,97.24999999999042
637,6.635416666666667,146311,198.93750000000412
638,6.645833333333333,146541,172.62499999998582
639,6.65625,146770,402.3124999999923
640,6.666666666666667,147000,56.00000000001155
641,6.677083333333333,147230,157.68749999998607
642,6.696875,147666,338.0937500000148
643,6.707291666666667,147896,55.781250000010814
644,6.717708333333333,148125,93.46875000000851
645,6.728125,148355,67.1562500000098
646,6.738541666666667,148585,296.8437500000163
647,6.748958333333333,148815,14.531249999992779
648,6.75,148837,37.49999999999147
649,6.760416666666667,149067,75.18750000000875
650,6.770833333333333,149297,48.87499999999045
651,6.78125,149527,278.562499999997
652,6.791666666666667,149756,508.2500000000035
653,6.802083333333333,149986,33.93749999999072
654,6.821875,150422,214.34374999999983
655,6.832291666666667,150652,444.03125000000637
656,6.842708333333333,150882,97.71875000000598
657,6.853125,151111,199.40625000000009
658,6.863541666666667,151341,173.09375000002098
659,6.873958333333333,151571,402.7812500000079
660,6.875,151594,425.7500000000066
661,6.885416666666667,151823,79.43750000000622
662,6.895833333333333,152053,181.12500000000034
663,6.90625,152283,154.81250000000162
664,6.916666666666667,152513,384.50000000000813
665,6.927083333333333,152742,38.187499999988184
666,6.946875,153179,90.59375000000446
667,6.957291666666667,153408,320.28125000001097
668,6.967708333333333,153638,37.968750000007034
669,6.978125,153868,75.65625000000473
670,6.988541666666667,154097,49.34375000000601
671,6.998958333333333,154327,279.03124999999295
672,7.0,154350,301.99999999999164
673,7.010416666666667,154580,19.687500000007276
674,7.020833333333333,154809,57.37499999998539
675,7.03125,155039,31.062500000006253
676,7.041666666666667,155269,260.7500000000128
677,7.052083333333333,155498,490.4374999999997
678,7.071875,155935,222.84375000001435
679,7.082291666666667,156165,196.53125000001563
680,7.092708333333333,156394,426.21875000000256
681,7.103125,156624,79.9062500000022
682,7.113541666666667,156854,181.5937500000159
683,7.123958333333333,157083,155.28124999999758
684,7.125,157106,178.24999999999628
