idx,ppq,accum_sample,exact_sample,frac_in,frac_out
307,3.2072916666666664,70721,70720.78125,0.09374999984402166,-0.12500000015597834
308,3.2177083333333334,70950,70950.46875,-0.12500000015597834,0.34374999984402166
309,3.228125,71180,71180.15625,0.34374999984402166,0.49999999984402166
310,3.2385416666666664,71410,71409.84375,0.49999999984402166,0.34374999984402166
311,3.2489583333333334,71640,71639.53125,0.34374999984402166,-0.12500000015597834
312,3.25,71662,71662.5,-0.12500000015597834,0.37499999984402166
313,3.2604166666666665,71893,71892.1875,0.37499999984402166,-0.43750000015597834
314,3.2708333333333335,72121,72121.875,-0.43750000015597834,0.43749999984402166
315,3.28125,72352,72351.5625,0.43749999984402166,-1.559783413540572e-10
316,3.2916666666666665,72581,72581.25,-1.559783413540572e-10,0.24999999984402166
317,3.3020833333333335,72811,72810.9375,0.24999999984402166,0.18749999984402166
318,3.321875,73248,73247.34375,0.18749999984402166,-0.46875000015597834
319,3.3322916666666664,73477,73477.03125,-0.46875000015597834,-0.43750000015597834
320,3.3427083333333334,73706,73706.71875,-0.43750000015597834,0.28124999984402166
321,3.353125,73937,73936.40625,0.28124999984402166,-0.31250000015597834
322,3.3635416666666664,74166,74166.09375,-0.31250000015597834,-0.21875000015597834
323,3.3739583333333334,74396,74395.78125,-0.21875000015597834,-0.43750000015597834
324,3.375,74418,74418.75,-0.43750000015597834,0.31249999984402166
325,3.3854166666666665,74649,74648.4375,0.31249999984402166,-0.25000000015597834
326,3.3958333333333335,74878,74878.125,-0.25000000015597834,-0.12500000015597834
327,3.40625,75108,75107.8125,-0.12500000015597834,-0.31250000015597834
328,3.4166666666666665,75337,75337.5,-0.31250000015597834,0.18749999984402166
329,3.4270833333333335,75567,75567.1875,0.18749999984402166,0.37499999984402166
330,3.446875,76004,76003.59375,0.37499999984402166,-0.03125000015597834
331,3.4572916666666664,76233,76233.28125,-0.03125000015597834,0.24999999984402166
332,3.4677083333333334,76463,76462.96875,0.24999999984402166,0.21874999984402166
333,3.478125,76693,76692.65625,0.21874999984402166,-0.12500000015597834
334,3.4885416666666664,76922,76922.34375,-0.12500000015597834,0.21874999984402166
335,3.4989583333333334,77152,77152.03125,0.21874999984402166,0.24999999984402166
336,3.5,77175,77175.0,0.24999999984402166,0.24999999984402166
337,3.5104166666666665,77405,77404.6875,0.24999999984402166,-0.06250000015597834
338,3.5208333333333335,77634,77634.375,-0.06250000015597834,0.31249999984402166
339,3.53125,77864,77864.0625,0.31249999984402166,0.37499999984402166
