idx,ppq,mixed_sample,exact_sample,role
0,0.0,0,0.0,primary
1,0.010416666666666666,230,229.6875,secondary
2,0.020833333333333332,459,459.375,secondary
3,0.03125,689,689.0625,secondary
4,0.041666666666666664,919,918.75,secondary
5,0.05208333333333333,1148,1148.4375,secondary
6,0.071875,1585,1584.8437499999998,secondary
7,0.08229166666666667,1815,1814.53125,secondary
8,0.09270833333333332,2044,2044.2187499999998,secondary
9,0.103125,2274,2273.90625,secondary
10,0.11354166666666665,2504,2503.5937499999995,secondary
11,0.12395833333333332,2733,2733.28125,secondary
12,0.125,2756,2756.25,primary
13,0.13541666666666666,2986,2985.9375,secondary
14,0.14583333333333334,3215,3215.625,secondary
15,0.15625,3445,3445.3125,secondary
16,0.16666666666666666,3675,3675.0,secondary
17,0.17708333333333331,3904,3904.6874999999995,secondary
18,0.196875,4341,4341.09375,secondary
19,0.20729166666666665,4571,4570.78125,secondary
20,0.21770833333333334,4800,4800.46875,secondary
21,0.228125,5030,5030.15625,secondary
22,0.23854166666666665,5260,5259.84375,secondary
23,0.24895833333333334,5490,5489.53125,secondary
24,0.25,5512,5512.5,primary
25,0.2604166666666667,5742,5742.1875,secondary
26,0.2708333333333333,5971,5971.875,secondary
27,0.28125,6201,6201.5625,secondary
28,0.2916666666666667,6431,6431.25,secondary
29,0.3020833333333333,6660,6660.9375,secondary
30,0.321875,7097,7097.343750000001,secondary
31,0.3322916666666667,7327,7327.031250000001,secondary
32,0.34270833333333334,7557,7556.71875,secondary
33,0.353125,7786,7786.406250000001,secondary
34,0.3635416666666667,8016,8016.093750000001,secondary
35,0.37395833333333334,8246,8245.78125,secondary
36,0.375,8269,8268.75,primary
37,0.3854166666666667,8499,8498.4375,secondary
38,0.3958333333333333,8728,8728.125,secondary
39,0.40625,8958,8957.8125,secondary
40,0.4166666666666667,9188,9187.5,secondary
41,0.4270833333333333,9417,9417.1875,secondary
42,0.446875,9854,9853.59375,secondary
43,0.4572916666666667,10083,10083.28125,secondary
44,0.46770833333333334,10313,10312.96875,secondary
45,0.478125,10543,10542.65625,secondary
46,0.4885416666666667,10772,10772.34375,secondary
47,0.49895833333333334,11002,11002.03125,secondary
48,0.5,11025,11025.0,primary
49,0.5104166666666666,11255,11254.6875,secondary
50,0.5208333333333334,11484,11484.375,secondary
51,0.53125,11714,11714.0625,secondary
52,0.5416666666666666,11944,11943.75,secondary
53,0.5520833333333334,12173,12173.4375,secondary
54,0.571875,12610,12609.84375,secondary
55,0.5822916666666667,12840,12839.53125,secondary
56,0.5927083333333334,13069,13069.218750000002,secondary
57,0.603125,13299,13298.90625,secondary
58,0.6135416666666667,13529,13528.59375,secondary
59,0.6239583333333334,13758,13758.281250000002,secondary
60,0.625,13781,13781.25,primary
61,0.6354166666666666,14011,14010.9375,secondary
62,0.6458333333333334,14240,14240.625,secondary
63,0.65625,14470,14470.3125,secondary
64,0.6666666666666666,14700,14700.0,secondary
65,0.6770833333333334,14929,14929.6875,secondary
66,0.696875,15366,15366.09375,secondary
67,0.7072916666666667,15596,15595.78125,secondary
68,0.7177083333333334,15825,15825.468750000002,secondary
69,0.728125,16055,16055.15625,secondary
70,0.7385416666666667,16285,16284.84375,secondary
71,0.7489583333333334,16515,16514.53125,secondary
72,0.75,16538,16537.5,primary
73,0.7604166666666666,16768,16767.1875,secondary
74,0.7708333333333334,16997,16996.875,secondary
75,0.78125,17227,17226.5625,secondary
76,0.7916666666666666,17457,17456.25,secondary
77,0.8020833333333334,17686,17685.9375,secondary
78,0.821875,18122,18122.34375,secondary
79,0.8322916666666667,18352,18352.03125,secondary
80,0.8427083333333334,18582,18581.71875,secondary
81,0.853125,18811,18811.40625,secondary
82,0.8635416666666667,19041,19041.09375,secondary
83,0.8739583333333334,19271,19270.78125,secondary
84,0.875,19294,19293.75,primary
85,0.8854166666666666,19524,19523.4375,secondary
86,0.8958333333333334,19753,19753.125,secondary
87,0.90625,19983,19982.8125,secondary
88,0.9166666666666666,20213,20212.5,secondary
89,0.9270833333333334,20442,20442.1875,secondary
90,0.946875,20879,20878.59375,secondary
91,0.9572916666666667,21108,21108.28125,secondary
92,0.9677083333333334,21338,21337.96875,secondary
93,0.978125,21568,21567.65625,secondary
94,0.9885416666666667,21797,21797.34375,secondary
95,0.9989583333333334,22027,22027.03125,secondary
96,1.0,22050,22050.0,primary
97,1.0104166666666667,22280,22279.6875,secondary
98,1.0208333333333333,22509,22509.375,secondary
99,1.03125,22739,22739.0625,secondary
100,1.0416666666666667,22969,22968.75,secondary
101,1.0520833333333333,23198,23198.4375,secondary
102,1.071875,23635,23634.843749999996,secondary
103,1.0822916666666667,23865,23864.53125,secondary
104,1.0927083333333332,24094,24094.218749999996,secondary
105,1.103125,24324,24323.906249999996,secondary
106,1.1135416666666667,24554,24553.59375,secondary
107,1.1239583333333332,24783,24783.281249999996,secondary
108,1.125,24806,24806.25,primary
109,1.1354166666666667,25036,25035.9375,secondary
110,1.1458333333333333,25265,25265.625,secondary
111,1.15625,25495,25495.3125,secondary
112,1.1666666666666667,25725,25725.0,secondary
113,1.1770833333333333,25954,25954.6875,secondary
114,1.196875,26391,26391.093749999996,secondary
115,1.2072916666666667,26621,26620.78125,secondary
116,1.2177083333333332,26850,26850.468749999996,secondary
117,1.228125,27080,27080.156249999996,secondary
118,1.2385416666666667,27310,27309.84375,secondary
119,1.2489583333333332,27540,27539.531249999996,secondary
120,1.25,27562,27562.5,primary
121,1.2604166666666667,27792,27792.1875,secondary
122,1.2708333333333333,28021,28021.875,secondary
123,1.28125,28251,28251.5625,secondary
124,1.2916666666666667,28481,28481.25,secondary
125,1.3020833333333333,28710,28710.9375,secondary
126,1.321875,29147,29147.343749999996,secondary
127,1.3322916666666667,29377,29377.03125,secondary
128,1.3427083333333332,29607,29606.718749999996,secondary
129,1.353125,29836,29836.406249999996,secondary
130,1.3635416666666667,30066,30066.09375,secondary
131,1.3739583333333332,30296,30295.781249999996,secondary
132,1.375,30319,30318.75,primary
133,1.3854166666666667,30549,30548.4375,secondary
134,1.3958333333333333,30778,30778.125,secondary
135,1.40625,31008,31007.8125,secondary
136,1.4166666666666667,31238,31237.5,secondary
137,1.4270833333333333,31467,31467.1875,secondary
138,1.446875,31904,31903.593749999996,secondary
139,1.4572916666666667,32133,32133.28125,secondary
140,1.4677083333333332,32363,32362.968749999996,secondary
141,1.478125,32593,32592.656249999996,secondary
142,1.4885416666666667,32822,32822.34375,secondary
143,1.4989583333333332,33052,33052.03125,secondary
144,1.5,33075,33075.0,primary
145,1.5104166666666667,33305,33304.6875,secondary
146,1.5208333333333333,33534,33534.375,secondary
147,1.53125,33764,33764.0625,secondary
148,1.5416666666666667,33994,33993.75,secondary
149,1.5520833333333333,34223,34223.4375,secondary
150,1.571875,34660,34659.84375,secondary
151,1.5822916666666667,34890,34889.53125,secondary
152,1.5927083333333332,35119,35119.21875,secondary
153,1.603125,35349,35348.90625,secondary
154,1.6135416666666667,35579,35578.59375,secondary
155,1.6239583333333332,35808,35808.28125,secondary
156,1.625,35831,35831.25,primary
157,1.6354166666666667,36061,36060.9375,secondary
158,1.6458333333333333,36290,36290.625,secondary
159,1.65625,36520,36520.3125,secondary
160,1.6666666666666667,36750,36750.0,secondary
161,1.6770833333333333,36979,36979.6875,secondary
162,1.696875,37416,37416.09375,secondary
163,1.7072916666666667,37646,37645.78125,secondary
164,1.7177083333333332,37875,37875.46875,secondary
165,1.728125,38105,38105.15625,secondary
166,1.7385416666666667,38335,38334.84375,secondary
167,1.7489583333333332,38565,38564.53125,secondary
168,1.75,38588,38587.5,primary
169,1.7604166666666667,38818,38817.1875,secondary
170,1.7708333333333333,39047,39046.875,secondary
171,1.78125,39277,39276.5625,secondary
172,1.7916666666666667,39507,39506.25,secondary
173,1.8020833333333333,39736,39735.9375,secondary
174,1.821875,40172,40172.34375,secondary
175,1.8322916666666667,40402,40402.03125,secondary
176,1.8427083333333332,40632,40631.71875,secondary
177,1.853125,40861,40861.40625,secondary
178,1.8635416666666667,41091,41091.09375,secondary
179,1.8739583333333332,41321,41320.78125,secondary
180,1.875,41344,41343.75,primary
181,1.8854166666666667,41574,41573.4375,secondary
182,1.8958333333333333,41803,41803.125,secondary
183,1.90625,42033,42032.8125,secondary
184,1.9166666666666667,42263,42262.5,secondary
185,1.9270833333333333,42492,42492.1875,secondary
186,1.946875,42929,42928.59375,secondary
187,1.9572916666666667,43158,43158.28125,secondary
188,1.9677083333333332,43388,43387.96875,secondary
189,1.978125,43618,43617.65625,secondary
190,1.9885416666666667,43847,43847.34375,secondary
191,1.9989583333333332,44077,44077.03125,secondary
192,2.0,44100,44100.0,primary
193,2.0104166666666665,44330,44329.6875,secondary
194,2.0208333333333335,44559,44559.375,secondary
195,2.03125,44789,44789.0625,secondary
196,2.0416666666666665,45019,45018.75,secondary
197,2.0520833333333335,45248,45248.4375,secondary
198,2.071875,45685,45684.84375,secondary
199,2.0822916666666664,45915,45914.53124999999,secondary
200,2.0927083333333334,46144,46144.21875,secondary
201,2.103125,46374,46373.90625,secondary
202,2.1135416666666664,46604,46603.59374999999,secondary
203,2.1239583333333334,46833,46833.28125,secondary
204,2.125,46856,46856.25,primary
205,2.1354166666666665,47086,47085.9375,secondary
206,2.1458333333333335,47315,47315.625,secondary
207,2.15625,47545,47545.3125,secondary
208,2.1666666666666665,47775,47775.0,secondary
209,2.1770833333333335,48004,48004.6875,secondary
210,2.196875,48441,48441.09375,secondary
211,2.2072916666666664,48671,48670.78124999999,secondary
212,2.2177083333333334,48900,48900.46875,secondary
213,2.228125,49130,49130.15625,secondary
214,2.2385416666666664,49360,49359.84374999999,secondary
215,2.2489583333333334,49590,49589.53125,secondary
216,2.25,49612,49612.5,primary
217,2.2604166666666665,49842,49842.1875,secondary
218,2.2708333333333335,50071,50071.875,secondary
219,2.28125,50301,50301.5625,secondary
220,2.2916666666666665,50531,50531.25,secondary
221,2.3020833333333335,50760,50760.9375,secondary
222,2.321875,51197,51197.34375,secondary
223,2.3322916666666664,51427,51427.03124999999,secondary
224,2.3427083333333334,51657,51656.71875,secondary
225,2.353125,51886,51886.40625,secondary
226,2.3635416666666664,52116,52116.09374999999,secondary
227,2.3739583333333334,52346,52345.78125,secondary
228,2.375,52369,52368.75,primary
229,2.3854166666666665,52599,52598.4375,secondary
230,2.3958333333333335,52828,52828.125,secondary
231,2.40625,53058,53057.8125,secondary
232,2.4166666666666665,53288,53287.5,secondary
233,2.4270833333333335,53517,53517.1875,secondary
234,2.446875,53954,53953.59375,secondary
235,2.4572916666666664,54183,54183.28124999999,secondary
236,2.4677083333333334,54413,54412.96875,secondary
237,2.478125,54643,54642.65625,secondary
238,2.4885416666666664,54872,54872.34374999999,secondary
239,2.4989583333333334,55102,55102.03125,secondary
240,2.5,55125,55125.0,primary
241,2.5104166666666665,55355,55354.6875,secondary
242,2.5208333333333335,55584,55584.375,secondary
243,2.53125,55814,55814.0625,secondary
244,2.5416666666666665,56044,56043.75,secondary
245,2.5520833333333335,56273,56273.4375,secondary
246,2.571875,56710,56709.84375,secondary
247,2.5822916666666664,56940,56939.53124999999,secondary
248,2.5927083333333334,57169,57169.21875,secondary
249,2.603125,57399,57398.90625,secondary
250,2.6135416666666664,57629,57628.59374999999,secondary
251,2.6239583333333334,57858,57858.28125,secondary
252,2.625,57881,57881.25,primary
253,2.6354166666666665,58111,58110.9375,secondary
254,2.6458333333333335,58340,58340.625,secondary
255,2.65625,58570,58570.3125,secondary
256,2.6666666666666665,58800,58800.0,secondary
257,2.6770833333333335,59029,59029.6875,secondary
258,2.696875,59466,59466.09375,secondary
259,2.7072916666666664,59696,59695.78124999999,secondary
260,2.7177083333333334,59925,59925.46875,secondary
261,2.728125,60155,60155.15625,secondary
262,2.7385416666666664,60385,60384.84374999999,secondary
263,2.7489583333333334,60615,60614.53125,secondary
264,2.75,60638,60637.5,primary
265,2.7604166666666665,60868,60867.1875,secondary
266,2.7708333333333335,61097,61096.875,secondary
267,2.78125,61327,61326.5625,secondary
268,2.7916666666666665,61557,61556.25,secondary
269,2.8020833333333335,61786,61785.9375,secondary
270,2.821875,62222,62222.34375,secondary
271,2.8322916666666664,62452,62452.03124999999,secondary
272,2.8427083333333334,62682,62681.71875,secondary
273,2.853125,62911,62911.40625,secondary
274,2.8635416666666664,63141,63141.09374999999,secondary
275,2.8739583333333334,63371,63370.78125,secondary
276,2.875,63394,63393.75,primary
277,2.8854166666666665,63624,63623.4375,secondary
278,2.8958333333333335,63853,63853.125,secondary
279,2.90625,64083,64082.8125,secondary
280,2.9166666666666665,64313,64312.5,secondary
281,2.9270833333333335,64542,64542.1875,secondary
282,2.946875,64979,64978.59375,secondary
283,2.9572916666666664,65208,65208.28124999999,secondary
284,2.9677083333333334,65438,65437.96875,secondary
285,2.978125,65668,65667.65625,secondary
286,2.9885416666666664,65897,65897.34375,secondary
287,2.9989583333333334,66127,66127.03125,secondary
288,3.0,66150,66150.0,primary
289,3.0104166666666665,66380,66379.6875,secondary
290,3.0208333333333335,66609,66609.375,secondary
291,3.03125,66839,66839.0625,secondary
292,3.0416666666666665,67069,67068.75,secondary
293,3.0520833333333335,67298,67298.4375,secondary
294,3.071875,67735,67734.84375,secondary
295,3.0822916666666664,67965,67964.53125,secondary
296,3.0927083333333334,68194,68194.21875,secondary
297,3.103125,68424,68423.90625,secondary
298,3.1135416666666664,68654,68653.59375,secondary
299,3.1239583333333334,68883,68883.28125,secondary
300,3.125,68906,68906.25,primary
301,3.1354166666666665,69136,69135.9375,secondary
302,3.1458333333333335,69365,69365.625,secondary
303,3.15625,69595,69595.3125,secondary
304,3.1666666666666665,69825,69825.0,secondary
305,3.1770833333333335,70054,70054.6875,secondary
306,3.196875,70491,70491.09375,secondary
307,3.2072916666666664,70721,70720.78125,secondary
308,3.2177083333333334,70950,70950.46875,secondary
309,3.228125,71180,71180.15625,secondary
310,3.2385416666666664,71410,71409.84375,secondary
311,3.2489583333333334,71640,71639.53125,secondary
312,3.25,71662,71662.5,primary
313,3.2604166666666665,71892,71892.1875,secondary
314,3.2708333333333335,72121,72121.875,secondary
315,3.28125,72351,72351.5625,secondary
316,3.2916666666666665,72581,72581.25,secondary
317,3.3020833333333335,72810,72810.9375,secondary
318,3.321875,73247,73247.34375,secondary
319,3.3322916666666664,73477,73477.03125,secondary
320,3.3427083333333334,73707,73706.71875,secondary
321,3.353125,73936,73936.40625,secondary
322,3.3635416666666664,74166,74166.09375,secondary
323,3.3739583333333334,74396,74395.78125,secondary
324,3.375,74419,74418.75,primary
325,3.3854166666666665,74649,74648.4375,secondary
326,3.3958333333333335,74878,74878.125,secondary
327,3.40625,75108,75107.8125,secondary
328,3.4166666666666665,75338,75337.5,secondary
329,3.4270833333333335,75567,75567.1875,secondary
330,3.446875,76004,76003.59375,secondary
331,3.4572916666666664,76233,76233.28125,secondary
332,3.4677083333333334,76463,76462.96875,secondary
333,3.478125,76693,76692.65625,secondary
334,3.4885416666666664,76922,76922.34375,secondary
335,3.4989583333333334,77152,77152.03125,secondary
336,3.5,77175,77175.0,primary
337,3.5104166666666665,77405,77404.6875,secondary
338,3.5208333333333335,77634,77634.375,secondary
339,3.53125,77864,77864.0625,secondary
340,3.5416666666666665,78094,78093.75,secondary
341,3.5520833333333335,78323,78323.4375,secondary
342,3.571875,78760,78759.84375,secondary
343,3.5822916666666664,78990,78989.53125,secondary
344,3.5927083333333334,79219,79219.21875,secondary
345,3.603125,79449,79448.90625,secondary
346,3.6135416666666664,79679,79678.59375,secondary
347,3.6239583333333334,79908,79908.28125,secondary
348,3.625,79931,79931.25,primary
349,3.6354166666666665,80161,80160.9375,secondary
350,3.6458333333333335,80390,80390.625,secondary
351,3.65625,80620,80620.3125,secondary
352,3.6666666666666665,80850,80850.0,secondary
353,3.6770833333333335,81079,81079.6875,secondary
354,3.696875,81516,81516.09375,secondary
355,3.7072916666666664,81746,81745.78125,secondary
356,3.7177083333333334,81975,81975.46875,secondary
357,3.728125,82205,82205.15625,secondary
358,3.7385416666666664,82435,82434.84375,secondary
359,3.7489583333333334,82665,82664.53125,secondary
360,3.75,82688,82687.5,primary
361,3.7604166666666665,82918,82917.1875,secondary
362,3.7708333333333335,83147,83146.875,secondary
363,3.78125,83377,83376.5625,secondary
364,3.7916666666666665,83607,83606.25,secondary
365,3.8020833333333335,83836,83835.9375,secondary
366,3.821875,84272,84272.34375,secondary
367,3.8322916666666664,84502,84502.03125,secondary
368,3.8427083333333334,84732,84731.71875,secondary
369,3.853125,84961,84961.40625,secondary
370,3.8635416666666664,85191,85191.09375,secondary
371,3.8739583333333334,85421,85420.78125,secondary
372,3.875,85444,85443.75,primary
373,3.8854166666666665,85674,85673.4375,secondary
374,3.8958333333333335,85903,85903.125,secondary
375,3.90625,86133,86132.8125,secondary
376,3.9166666666666665,86363,86362.5,secondary
377,3.9270833333333335,86592,86592.1875,secondary
378,3.946875,87029,87028.59375,secondary
379,3.9572916666666664,87258,87258.28125,secondary
380,3.9677083333333334,87488,87487.96875,secondary
381,3.978125,87718,87717.65625,secondary
382,3.9885416666666664,87947,87947.34375,secondary
383,3.9989583333333334,88177,88177.03125,secondary
384,4.0,88200,88200.0,primary
385,4.010416666666667,88430,88429.6875,secondary
386,4.020833333333333,88659,88659.375,secondary
387,4.03125,88889,88889.0625,secondary
388,4.041666666666667,89119,89118.75,secondary
389,4.052083333333333,89348,89348.4375,secondary
390,4.071875,89785,89784.84375000001,secondary
391,4.082291666666667,90015,90014.53125000001,secondary
392,4.092708333333333,90244,90244.21875,secondary
393,4.103125,90474,90473.90625000001,secondary
394,4.113541666666667,90704,90703.59375000001,secondary
395,4.123958333333333,90933,90933.28125,secondary
396,4.125,90956,90956.25,primary
397,4.135416666666667,91186,91185.9375,secondary
398,4.145833333333333,91415,91415.625,secondary
399,4.15625,91645,91645.3125,secondary
400,4.166666666666667,91875,91875.0,secondary
401,4.177083333333333,92104,92104.6875,secondary
402,4.196875,92541,92541.09375000001,secondary
403,4.207291666666667,92771,92770.78125000001,secondary
404,4.217708333333333,93000,93000.46875,secondary
405,4.228125,93230,93230.15625000001,secondary
406,4.238541666666667,93460,93459.84375000001,secondary
407,4.248958333333333,93690,93689.53125,secondary
408,4.25,93712,93712.5,primary
409,4.260416666666667,93942,93942.1875,secondary
410,4.270833333333333,94171,94171.875,secondary
411,4.28125,94401,94401.5625,secondary
412,4.291666666666667,94631,94631.25,secondary
413,4.302083333333333,94860,94860.9375,secondary
414,4.321875,95297,95297.34375000001,secondary
415,4.332291666666667,95527,95527.03125000001,secondary
416,4.342708333333333,95757,95756.71875,secondary
417,4.353125,95986,95986.40625000001,secondary
418,4.363541666666667,96216,96216.09375000001,secondary
419,4.373958333333333,96446,96445.78125,secondary
420,4.375,96469,96468.75,primary
421,4.385416666666667,96699,96698.4375,secondary
422,4.395833333333333,96928,96928.125,secondary
423,4.40625,97158,97157.8125,secondary
424,4.416666666666667,97388,97387.5,secondary
425,4.427083333333333,97617,97617.1875,secondary
426,4.446875,98054,98053.59375000001,secondary
427,4.457291666666667,98283,98283.28125000001,secondary
428,4.467708333333333,98513,98512.96875,secondary
429,4.478125,98743,98742.65625000001,secondary
430,4.488541666666667,98972,98972.34375000001,secondary
431,4.498958333333333,99202,99202.03125,secondary
432,4.5,99225,99225.0,primary
433,4.510416666666667,99455,99454.6875,secondary
434,4.520833333333333,99684,99684.375,secondary
435,4.53125,99914,99914.0625,secondary
436,4.541666666666667,100144,100143.75,secondary
437,4.552083333333333,100373,100373.4375,secondary
438,4.571875,100810,100809.84375000001,secondary
439,4.582291666666667,101040,101039.53125000001,secondary
440,4.592708333333333,101269,101269.21875,secondary
441,4.603125,101499,101498.90625000001,secondary
442,4.613541666666667,101729,101728.59375000001,secondary
443,4.623958333333333,101958,101958.28125,secondary
444,4.625,101981,101981.25,primary
445,4.635416666666667,102211,102210.9375,secondary
446,4.645833333333333,102440,102440.625,secondary
447,4.65625,102670,102670.3125,secondary
448,4.666666666666667,102900,102900.0,secondary
449,4.677083333333333,103129,103129.6875,secondary
450,4.696875,103566,103566.09375000001,secondary
451,4.707291666666667,103796,103795.78125000001,secondary
452,4.717708333333333,104025,104025.46875,secondary
453,4.728125,104255,104255.15625000001,secondary
454,4.738541666666667,104485,104484.84375000001,secondary
455,4.748958333333333,104715,104714.53125,secondary
456,4.75,104738,104737.5,primary
457,4.760416666666667,104968,104967.1875,secondary
458,4.770833333333333,105197,105196.875,secondary
459,4.78125,105427,105426.5625,secondary
460,4.791666666666667,105657,105656.25,secondary
461,4.802083333333333,105886,105885.9375,secondary
462,4.821875,106322,106322.34375000001,secondary
463,4.832291666666667,106552,106552.03125000001,secondary
464,4.842708333333333,106782,106781.71875,secondary
465,4.853125,107011,107011.40625000001,secondary
466,4.863541666666667,107241,107241.09375000001,secondary
467,4.873958333333333,107471,107470.78125,secondary
468,4.875,107494,107493.75,primary
469,4.885416666666667,107724,107723.4375,secondary
470,4.895833333333333,107953,107953.125,secondary
471,4.90625,108183,108182.8125,secondary
472,4.916666666666667,108413,108412.5,secondary
473,4.927083333333333,108642,108642.1875,secondary
474,4.946875,109079,109078.59375000001,secondary
475,4.957291666666667,109308,109308.28125000001,secondary
476,4.967708333333333,109538,109537.96875,secondary
477,4.978125,109768,109767.65625000001,secondary
478,4.988541666666667,109997,109997.34375000001,secondary
479,4.998958333333333,110227,110227.03125,secondary
480,5.0,110250,110250.0,primary
481,5.010416666666667,110480,110479.6875,secondary
482,5.020833333333333,110709,110709.375,secondary
483,5.03125,110939,110939.0625,secondary
484,5.041666666666667,111169,111168.75,secondary
485,5.052083333333333,111398,111398.4375,secondary
486,5.071875,111835,111834.84375000001,secondary
487,5.082291666666667,112065,112064.53125000001,secondary
488,5.092708333333333,112294,112294.21875,secondary
489,5.103125,112524,112523.90625000001,secondary
490,5.113541666666667,112754,112753.59375000001,secondary
491,5.123958333333333,112983,112983.28125,secondary
492,5.125,113006,113006.25,primary
493,5.135416666666667,113236,113235.9375,secondary
494,5.145833333333333,113465,113465.625,secondary
495,5.15625,113695,113695.3125,secondary
496,5.166666666666667,113925,113925.0,secondary
497,5.177083333333333,114154,114154.6875,secondary
498,5.196875,114591,114591.09375000001,secondary
499,5.207291666666667,114821,114820.78125000001,secondary
500,5.217708333333333,115050,115050.46875,secondary
501,5.228125,115280,115280.15625000001,secondary
502,5.238541666666667,115510,115509.84375000001,secondary
503,5.248958333333333,115740,115739.53125,secondary
504,5.25,115762,115762.5,primary
505,5.260416666666667,115992,115992.1875,secondary
506,5.270833333333333,116221,116221.875,secondary
507,5.28125,116451,116451.5625,secondary
508,5.291666666666667,116681,116681.25,secondary
509,5.302083333333333,116910,116910.9375,secondary
510,5.321875,117347,117347.34375000001,secondary
511,5.332291666666667,117577,117577.03125000001,secondary
512,5.342708333333333,117807,117806.71875,secondary
513,5.353125,118036,118036.40625000001,secondary
514,5.363541666666667,118266,118266.09375000001,secondary
515,5.373958333333333,118496,118495.78125,secondary
516,5.375,118519,118518.75,primary
517,5.385416666666667,118749,118748.4375,secondary
518,5.395833333333333,118978,118978.125,secondary
519,5.40625,119208,119207.8125,secondary
520,5.416666666666667,119438,119437.5,secondary
521,5.427083333333333,119667,119667.1875,secondary
522,5.446875,120104,120103.59375000001,secondary
523,5.457291666666667,120333,120333.28125000001,secondary
524,5.467708333333333,120563,120562.96875,secondary
525,5.478125,120793,120792.65625000001,secondary
526,5.488541666666667,121022,121022.34375000001,secondary
527,5.498958333333333,121252,121252.03125,secondary
528,5.5,121275,121275.0,primary
529,5.510416666666667,121505,121504.6875,secondary
530,5.520833333333333,121734,121734.375,secondary
531,5.53125,121964,121964.0625,secondary
532,5.541666666666667,122194,122193.75,secondary
533,5.552083333333333,122423,122423.4375,secondary
534,5.571875,122860,122859.84375000001,secondary
535,5.582291666666667,123090,123089.53125000001,secondary
536,5.592708333333333,123319,123319.21875,secondary
537,5.603125,123549,123548.90625000001,secondary
538,5.613541666666667,123779,123778.59375000001,secondary
539,5.623958333333333,124008,124008.28125,secondary
540,5.625,124031,124031.25,primary
541,5.635416666666667,124261,124260.9375,secondary
542,5.645833333333333,124490,124490.625,secondary
543,5.65625,124720,124720.3125,secondary
544,5.666666666666667,124950,124950.0,secondary
545,5.677083333333333,125179,125179.6875,secondary
546,5.696875,125616,125616.09375000001,secondary
547,5.707291666666667,125846,125845.78125000001,secondary
548,5.717708333333333,126075,126075.46875,secondary
549,5.728125,126305,126305.15625000001,secondary
550,5.738541666666667,126535,126534.84375000001,secondary
551,5.748958333333333,126765,126764.53125,secondary
552,5.75,126788,126787.5,primary
553,5.760416666666667,127018,127017.1875,secondary
554,5.770833333333333,127247,127246.875,secondary
555,5.78125,127477,127476.5625,secondary
556,5.791666666666667,127707,127706.25,secondary
557,5.802083333333333,127936,127935.9375,secondary
558,5.821875,128372,128372.34375000001,secondary
559,5.832291666666667,128602,128602.03125000001,secondary
560,5.842708333333333,128832,128831.71875,secondary
561,5.853125,129061,129061.40625000001,secondary
562,5.863541666666667,129291,129291.09375000001,secondary
563,5.873958333333333,129521,129520.78125,secondary
564,5.875,129544,129543.75,primary
565,5.885416666666667,129774,129773.4375,secondary
566,5.895833333333333,130003,130003.125,secondary
567,5.90625,130233,130232.8125,secondary
568,5.916666666666667,130463,130462.5,secondary
569,5.927083333333333,130692,130692.1875,secondary
570,5.946875,131129,131128.59375,secondary
571,5.957291666666667,131358,131358.28125,secondary
572,5.967708333333333,131588,131587.96875,secondary
573,5.978125,131818,131817.65625,secondary
574,5.988541666666667,132047,132047.34375,secondary
575,5.998958333333333,132277,132277.03125,secondary
576,6.0,132300,132300.0,primary
577,6.010416666666667,132530,132529.6875,secondary
578,6.020833333333333,132759,132759.375,secondary
579,6.03125,132989,132989.0625,secondary
580,6.041666666666667,133219,133218.75,secondary
581,6.052083333333333,133448,133448.4375,secondary
582,6.071875,133885,133884.84375,secondary
583,6.082291666666667,134115,134114.53125,secondary
584,6.092708333333333,134344,134344.21875,secondary
585,6.103125,134574,134573.90625,secondary
586,6.113541666666667,134804,134803.59375,secondary
587,6.123958333333333,135033,135033.28125,secondary
588,6.125,135056,135056.25,primary
589,6.135416666666667,135286,135285.9375,secondary
590,6.145833333333333,135515,135515.625,secondary
591,6.15625,135745,135745.3125,secondary
592,6.166666666666667,135975,135975.0,secondary
593,6.177083333333333,136204,136204.6875,secondary
594,6.196875,136641,136641.09375,secondary
595,6.207291666666667,136871,136870.78125,secondary
596,6.217708333333333,137100,137100.46875,secondary
597,6.228125,137330,137330.15625,secondary
598,6.238541666666667,137560,137559.84375,secondary
599,6.248958333333333,137790,137789.53125,secondary
600,6.25,137812,137812.5,primary
601,6.260416666666667,138042,138042.1875,secondary
602,6.270833333333333,138271,138271.875,secondary
603,6.28125,138501,138501.5625,secondary
604,6.291666666666667,138731,138731.25,secondary
605,6.302083333333333,138960,138960.9375,secondary
606,6.321875,139397,139397.34375,secondary
607,6.332291666666667,139627,139627.03125,secondary
608,6.342708333333333,139857,139856.71875,secondary
609,6.353125,140086,140086.40625,secondary
610,6.363541666666667,140316,140316.09375,secondary
611,6.373958333333333,140546,140545.78125,secondary
612,6.375,140569,140568.75,primary
613,6.385416666666667,140799,140798.4375,secondary
614,6.395833333333333,141028,141028.125,secondary
615,6.40625,141258,141257.8125,secondary
616,6.416666666666667,141488,141487.5,secondary
617,6.427083333333333,141717,141717.1875,secondary
618,6.446875,142154,142153.59375,secondary
619,6.457291666666667,142383,142383.28125,secondary
620,6.467708333333333,142613,142612.96875,secondary
621,6.478125,142843,142842.65625,secondary
622,6.488541666666667,143072,143072.34375,secondary
623,6.498958333333333,143302,143302.03125,secondary
624,6.5,143325,143325.0,primary
625,6.510416666666667,143555,143554.6875,secondary
