idx,ppq,mixed_sample,exact_sample,role
3771,39.28125,866151,866151.5625,secondary
3772,39.291666666666664,866381,866381.25,secondary
3773,39.302083333333336,866610,866610.9375,secondary
3774,39.321875,867047,867047.34375,secondary
3775,39.33229166666666,867277,867277.0312499999,secondary
3776,39.342708333333334,867507,867506.71875,secondary
3777,39.353125,867736,867736.40625,secondary
3778,39.36354166666666,867966,867966.0937499999,secondary
3779,39.373958333333334,868196,868195.78125,secondary
3780,39.375,868219,868218.75,primary
3781,39.385416666666664,868449,868448.4375,secondary
3782,39.395833333333336,868678,868678.125,secondary
3783,39.40625,868908,868907.8125,secondary
3784,39.416666666666664,869138,869137.5,secondary
3785,39.427083333333336,869367,869367.1875,secondary
3786,39.446875,869804,869803.59375,secondary
3787,39.45729166666666,870033,870033.2812499999,secondary
3788,39.467708333333334,870263,870262.96875,secondary
3789,39.478125,870493,870492.65625,secondary
3790,39.48854166666666,870722,870722.3437499999,secondary
3791,39.498958333333334,870952,870952.03125,secondary
3792,39.5,870975,870975.0,primary
3793,39.510416666666664,871205,871204.6875,secondary
3794,39.520833333333336,871434,871434.375,secondary
3795,39.53125,871664,871664.0625,secondary
3796,39.541666666666664,871894,871893.75,secondary
3797,39.552083333333336,872123,872123.4375,secondary
3798,39.571875,872560,872559.84375,secondary
3799,39.58229166666666,872790,872789.5312499999,secondary
3800,39.592708333333334,873019,873019.21875,secondary
3801,39.603125,873249,873248.90625,secondary
3802,39.61354166666666,873479,873478.5937499999,secondary
3803,39.623958333333334,873708,873708.28125,secondary
3804,39.625,873731,873731.25,primary
3805,39.635416666666664,873961,873960.9375,secondary
3806,39.645833333333336,874190,874190.625,secondary
3807,39.65625,874420,874420.3125,secondary
3808,39.666666666666664,874650,874650.0,secondary
3809,39.677083333333336,874879,874879.6875,secondary
3810,39.696875,875316,875316.09375,secondary
3811,39.70729166666666,875546,875545.7812499999,secondary
3812,39.717708333333334,875775,875775.46875,secondary
3813,39.728125,876005,876005.15625,secondary
3814,39.73854166666666,876235,876234.8437499999,secondary
3815,39.748958333333334,876465,876464.53125,secondary
3816,39.75,876488,876487.5,primary
3817,39.760416666666664,876718,876717.1875,secondary
3818,39.770833333333336,876947,876946.875,secondary
3819,39.78125,877177,877176.5625,secondary
3820,39.791666666666664,877407,877406.25,secondary
3821,39.802083333333336,877636,877635.9375,secondary
3822,39.821875,878072,878072.34375,secondary
3823,39.83229166666666,878302,878302.0312499999,secondary
3824,39.842708333333334,878532,878531.71875,secondary
3825,39.853125,878761,878761.40625,secondary
3826,39.86354166666666,878991,878991.0937499999,secondary
3827,39.873958333333334,879221,879220.78125,secondary
3828,39.875,879244,879243.75,primary
3829,39.885416666666664,879474,879473.4375,secondary
3830,39.895833333333336,879703,879703.125,secondary
3831,39.90625,879933,879932.8125,secondary
3832,39.916666666666664,880163,880162.5,secondary
3833,39.927083333333336,880392,880392.1875,secondary
3834,39.946875,880829,880828.59375,secondary
3835,39.95729166666666,881058,881058.2812499999,secondary
3836,39.967708333333334,881288,881287.96875,secondary
3837,39.978125,881518,881517.65625,secondary
3838,39.98854166666666,881747,881747.3437499999,secondary
3839,39.998958333333334,881977,881977.03125,secondary
3840,40.0,882000,882000.0,primary
3841,40.010416666666664,882230,882229.6875,secondary
3842,40.020833333333336,882459,882459.375,secondary
3843,40.03125,882689,882689.0625,secondary
3844,40.041666666666664,882919,882918.75,secondary
3845,40.052083333333336,883148,883148.4375,secondary
3846,40.071875,883585,883584.84375,secondary
3847,40.08229166666666,883815,883814.5312499999,secondary
3848,40.092708333333334,884044,884044.21875,secondary
3849,40.103125,884274,884273.90625,secondary
3850,40.11354166666666,884504,884503.5937499999,secondary
3851,40.123958333333334,884733,884733.28125,secondary
3852,40.125,884756,884756.25,primary
3853,40.135416666666664,884986,884985.9375,secondary
3854,40.145833333333336,885215,885215.625,secondary
3855,40.15625,885445,885445.3125,secondary
3856,40.166666666666664,885675,885675.0,secondary
3857,40.177083333333336,885904,885904.6875,secondary
3858,40.196875,886341,886341.09375,secondary
3859,40.20729166666666,886571,886570.7812499999,secondary
3860,40.217708333333334,886800,886800.46875,secondary
3861,40.228125,887030,887030.15625,secondary
3862,40.23854166666666,887260,887259.8437499999,secondary
3863,40.248958333333334,887490,887489.53125,secondary
3864,40.25,887512,887512.5,primary
3865,40.260416666666664,887742,887742.1875,secondary
3866,40.270833333333336,887971,887971.875,secondary
3867,40.28125,888201,888201.5625,secondary
3868,40.291666666666664,888431,888431.25,secondary
3869,40.302083333333336,888660,888660.9375,secondary
3870,40.321875,889097,889097.34375,secondary
3871,40.33229166666666,889327,889327.0312499999,secondary
3872,40.342708333333334,889557,889556.71875,secondary
3873,40.353125,889786,889786.40625,secondary
3874,40.36354166666666,890016,890016.0937499999,secondary
3875,40.373958333333334,890246,890245.78125,secondary
3876,40.375,890269,890268.75,primary
3877,40.385416666666664,890499,890498.4375,secondary
3878,40.395833333333336,890728,890728.125,secondary
3879,40.40625,890958,890957.8125,secondary
3880,40.416666666666664,891188,891187.5,secondary
3881,40.427083333333336,891417,891417.1875,secondary
3882,40.446875,891854,891853.59375,secondary
3883,40.45729166666666,892083,892083.2812499999,secondary
3884,40.467708333333334,892313,892312.96875,secondary
3885,40.478125,892543,892542.65625,secondary
3886,40.48854166666666,892772,892772.3437499999,secondary
3887,40.498958333333334,893002,893002.03125,secondary
3888,40.5,893025,893025.0,primary
3889,40.510416666666664,893255,893254.6875,secondary
3890,40.520833333333336,893484,893484.375,secondary
3891,40.53125,893714,893714.0625,secondary
3892,40.541666666666664,893944,893943.75,secondary
3893,40.552083333333336,894173,894173.4375,secondary
3894,40.571875,894610,894609.84375,secondary
3895,40.58229166666666,894840,894839.5312499999,secondary
3896,40.592708333333334,895069,895069.21875,secondary
3897,40.603125,895299,895298.90625,secondary
3898,40.61354166666666,895529,895528.5937499999,secondary
3899,40.623958333333334,895758,895758.28125,secondary
3900,40.625,895781,895781.25,primary
3901,40.635416666666664,896011,896010.9375,secondary
3902,40.645833333333336,896240,896240.625,secondary
3903,40.65625,896470,896470.3125,secondary
3904,40.666666666666664,896700,896700.0,secondary
3905,40.677083333333336,896929,896929.6875,secondary
3906,40.696875,897366,897366.09375,secondary
3907,40.70729166666666,897596,897595.7812499999,secondary
3908,40.717708333333334,897825,897825.46875,secondary
3909,40.728125,898055,898055.15625,secondary
3910,40.73854166666666,898285,898284.8437499999,secondary
3911,40.748958333333334,898515,898514.53125,secondary
3912,40.75,898538,898537.5,primary
3913,40.760416666666664,898768,898767.1875,secondary
3914,40.770833333333336,898997,898996.875,secondary
3915,40.78125,899227,899226.5625,secondary
3916,40.791666666666664,899457,899456.25,secondary
3917,40.802083333333336,899686,899685.9375,secondary
3918,40.821875,900122,900122.34375,secondary
3919,40.83229166666666,900352,900352.0312499999,secondary
3920,40.842708333333334,900582,900581.71875,secondary
3921,40.853125,900811,900811.40625,secondary
3922,40.86354166666666,901041,901041.0937499999,secondary
3923,40.873958333333334,901271,901270.78125,secondary
3924,40.875,901294,901293.75,primary
3925,40.885416666666664,901524,901523.4375,secondary
3926,40.895833333333336,901753,901753.125,secondary
3927,40.90625,901983,901982.8125,secondary
3928,40.916666666666664,902213,902212.5,secondary
3929,40.927083333333336,902442,902442.1875,secondary
3930,40.946875,902879,902878.59375,secondary
3931,40.95729166666666,903108,903108.2812499999,secondary
3932,40.967708333333334,903338,903337.96875,secondary
3933,40.978125,903568,903567.65625,secondary
3934,40.98854166666666,903797,903797.3437499999,secondary
3935,40.998958333333334,904027,904027.03125,secondary
3936,41.0,904050,904050.0,primary
3937,41.010416666666664,904280,904279.6875,secondary
3938,41.020833333333336,904509,904509.375,secondary
3939,41.03125,904739,904739.0625,secondary
3940,41.041666666666664,904969,904968.75,secondary
3941,41.052083333333336,905198,905198.4375,secondary
3942,41.071875,905635,905634.84375,secondary
3943,41.08229166666666,905865,905864.5312499999,secondary
3944,41.092708333333334,906094,906094.21875,secondary
3945,41.103125,906324,906323.90625,secondary
3946,41.11354166666666,906554,906553.5937499999,secondary
3947,41.123958333333334,906783,906783.28125,secondary
3948,41.125,906806,906806.25,primary
3949,41.135416666666664,907036,907035.9375,secondary
3950,41.145833333333336,907265,907265.625,secondary
3951,41.15625,907495,907495.3125,secondary
3952,41.166666666666664,907725,907725.0,secondary
3953,41.177083333333336,907954,907954.6875,secondary
3954,41.196875,908391,908391.09375,secondary
3955,41.20729166666666,908621,908620.7812499999,secondary
3956,41.217708333333334,908850,908850.46875,secondary
3957,41.228125,909080,909080.15625,secondary
3958,41.23854166666666,909310,909309.8437499999,secondary
3959,41.248958333333334,909540,909539.53125,secondary
3960,41.25,909562,909562.5,primary
3961,41.260416666666664,909792,909792.1875,secondary
3962,41.270833333333336,910021,910021.875,secondary
3963,41.28125,910251,910251.5625,secondary
3964,41.291666666666664,910481,910481.25,secondary
3965,41.302083333333336,910710,910710.9375,secondary
3966,41.321875,911147,911147.34375,secondary
3967,41.33229166666666,911377,911377.0312499999,secondary
3968,41.342708333333334,911607,911606.71875,secondary
3969,41.353125,911836,911836.40625,secondary
3970,41.36354166666666,912066,912066.0937499999,secondary
3971,41.373958333333334,912296,912295.78125,secondary
3972,41.375,912319,912318.75,primary
3973,41.385416666666664,912549,912548.4375,secondary
3974,41.395833333333336,912778,912778.125,secondary
3975,41.40625,913008,913007.8125,secondary
3976,41.416666666666664,913238,913237.5,secondary
3977,41.427083333333336,913467,913467.1875,secondary
3978,41.446875,913904,913903.59375,secondary
3979,41.45729166666666,914133,914133.2812499999,secondary
3980,41.467708333333334,914363,914362.96875,secondary
3981,41.478125,914593,914592.65625,secondary
3982,41.48854166666666,914822,914822.3437499999,secondary
3983,41.498958333333334,915052,915052.03125,secondary
3984,41.5,915075,915075.0,primary
3985,41.510416666666664,915305,915304.6875,secondary
3986,41.520833333333336,915534,915534.375,secondary
3987,41.53125,915764,915764.0625,secondary
3988,41.541666666666664,915994,915993.75,secondary
3989,41.552083333333336,916223,916223.4375,secondary
3990,41.571875,916660,916659.84375,secondary
3991,41.58229166666666,916890,916889.5312499999,secondary
3992,41.592708333333334,917119,917119.21875,secondary
3993,41.603125,917349,917348.90625,secondary
3994,41.61354166666666,917579,917578.5937499999,secondary
3995,41.623958333333334,917808,917808.28125,secondary
3996,41.625,917831,917831.25,primary
3997,41.635416666666664,918061,918060.9375,secondary
3998,41.645833333333336,918290,918290.625,secondary
3999,41.65625,918520,918520.3125,secondary
4000,41.666666666666664,918750,918750.0,secondary
4001,41.677083333333336,918979,918979.6875,secondary
4002,41.696875,919416,919416.09375,secondary
4003,41.70729166666666,919646,919645.7812499999,secondary
4004,41.717708333333334,919875,919875.46875,secondary
4005,41.728125,920105,920105.15625,secondary
4006,41.73854166666666,920335,920334.8437499999,secondary
4007,41.748958333333334,920565,920564.53125,secondary
4008,41.75,920588,920587.5,primary
4009,41.760416666666664,920818,920817.1875,secondary
4010,41.770833333333336,921047,921046.875,secondary
4011,41.78125,921277,921276.5625,secondary
4012,41.791666666666664,921507,921506.25,secondary
4013,41.802083333333336,921736,921735.9375,secondary
4014,41.821875,922172,922172.34375,secondary
4015,41.83229166666666,922402,922402.0312499999,secondary
4016,41.842708333333334,922632,922631.71875,secondary
4017,41.853125,922861,922861.40625,secondary
4018,41.86354166666666,923091,923091.0937499999,secondary
4019,41.873958333333334,923321,923320.78125,secondary
4020,41.875,923344,923343.75,primary
4021,41.885416666666664,923574,923573.4375,secondary
4022,41.895833333333336,923803,923803.125,secondary
4023,41.90625,924033,924032.8125,secondary
4024,41.916666666666664,924263,924262.5,secondary
4025,41.927083333333336,924492,924492.1875,secondary
4026,41.946875,924929,924928.59375,secondary
4027,41.95729166666666,925158,925158.2812499999,secondary
4028,41.967708333333334,925388,925387.96875,secondary
4029,41.978125,925618,925617.65625,secondary
4030,41.98854166666666,925847,925847.3437499999,secondary
4031,41.998958333333334,926077,926077.03125,secondary
4032,42.0,926100,926100.0,primary
4033,42.010416666666664,926330,926329.6875,secondary
4034,42.020833333333336,926559,926559.375,secondary
4035,42.03125,926789,926789.0625,secondary
4036,42.041666666666664,927019,927018.75,secondary
4037,42.052083333333336,927248,927248.4375,secondary
4038,42.071875,927685,927684.84375,secondary
4039,42.08229166666666,927915,927914.5312499999,secondary
4040,42.092708333333334,928144,928144.21875,secondary
4041,42.103125,928374,928373.90625,secondary
4042,42.11354166666666,928604,928603.5937499999,secondary
4043,42.123958333333334,928833,928833.28125,secondary
4044,42.125,928856,928856.25,primary
4045,42.135416666666664,929086,929085.9375,secondary
4046,42.145833333333336,929315,929315.625,secondary
4047,42.15625,929545,929545.3125,secondary
4048,42.166666666666664,929775,929775.0,secondary
4049,42.177083333333336,930004,930004.6875,secondary
4050,42.196875,930441,930441.09375,secondary
4051,42.20729166666666,930671,930670.7812499999,secondary
4052,42.217708333333334,930900,930900.46875,secondary
4053,42.228125,931130,931130.15625,secondary
4054,42.23854166666666,931360,931359.8437499999,secondary
4055,42.248958333333334,931590,931589.53125,secondary
4056,42.25,931612,931612.5,primary
4057,42.260416666666664,931842,931842.1875,secondary
4058,42.270833333333336,932071,932071.875,secondary
4059,42.28125,932301,932301.5625,secondary
4060,42.291666666666664,932531,932531.25,secondary
4061,42.302083333333336,932760,932760.9375,secondary
4062,42.321875,933197,933197.34375,secondary
4063,42.33229166666666,933427,933427.0312499999,secondary
4064,42.342708333333334,933657,933656.71875,secondary
4065,42.353125,933886,933886.40625,secondary
4066,42.36354166666666,934116,934116.0937499999,secondary
4067,42.373958333333334,934346,934345.78125,secondary
4068,42.375,934369,934368.75,primary
4069,42.385416666666664,934599,934598.4375,secondary
4070,42.395833333333336,934828,934828.125,secondary
4071,42.40625,935058,935057.8125,secondary
4072,42.416666666666664,935288,935287.5,secondary
4073,42.427083333333336,935517,935517.1875,secondary
4074,42.446875,935954,935953.59375,secondary
4075,42.45729166666666,936183,936183.2812499999,secondary
4076,42.467708333333334,936413,936412.96875,secondary
4077,42.478125,936643,936642.65625,secondary
4078,42.48854166666666,936872,936872.3437499999,secondary
4079,42.498958333333334,937102,937102.03125,secondary
4080,42.5,937125,937125.0,primary
4081,42.510416666666664,937355,937354.6875,secondary
4082,42.520833333333336,937584,937584.375,secondary
4083,42.53125,937814,937814.0625,secondary
4084,42.541666666666664,938044,938043.75,secondary
4085,42.552083333333336,938273,938273.4375,secondary
4086,42.571875,938710,938709.84375,secondary
4087,42.58229166666666,938940,938939.5312499999,secondary
4088,42.592708333333334,939169,939169.21875,secondary
4089,42.603125,939399,939398.90625,secondary
4090,42.61354166666666,939629,939628.5937499999,secondary
4091,42.623958333333334,939858,939858.28125,secondary
4092,42.625,939881,939881.25,primary
4093,42.635416666666664,940111,940110.9375,secondary
4094,42.645833333333336,940340,940340.625,secondary
4095,42.65625,940570,940570.3125,secondary
4096,42.666666666666664,940800,940800.0,secondary
4097,42.677083333333336,941029,941029.6875,secondary
4098,42.696875,941466,941466.09375,secondary
4099,42.70729166666666,941696,941695.7812499999,secondary
4100,42.717708333333334,941925,941925.46875,secondary
4101,42.728125,942155,942155.15625,secondary
4102,42.73854166666666,942385,942384.8437499999,secondary
4103,42.748958333333334,942615,942614.53125,secondary
4104,42.75,942638,942637.5,primary
4105,42.760416666666664,942868,942867.1875,secondary
4106,42.770833333333336,943097,943096.875,secondary
4107,42.78125,943327,943326.5625,secondary
4108,42.791666666666664,943557,943556.25,secondary
4109,42.802083333333336,943786,943785.9375,secondary
4110,42.821875,944222,944222.34375,secondary
4111,42.83229166666666,944452,944452.0312499999,secondary
4112,42.842708333333334,944682,944681.71875,secondary
4113,42.853125,944911,944911.40625,secondary
4114,42.86354166666666,945141,945141.0937499999,secondary
4115,42.873958333333334,945371,945370.78125,secondary
4116,42.875,945394,945393.75,primary
4117,42.885416666666664,945624,945623.4375,secondary
4118,42.895833333333336,945853,945853.125,secondary
4119,42.90625,946083,946082.8125,secondary
4120,42.916666666666664,946313,946312.5,secondary
4121,42.927083333333336,946542,946542.1875,secondary
4122,42.946875,946979,946978.59375,secondary
4123,42.95729166666666,947208,947208.2812499999,secondary
4124,42.967708333333334,947438,947437.96875,secondary
4125,42.978125,947668,947667.65625,secondary
4126,42.98854166666666,947897,947897.3437499999,secondary
4127,42.998958333333334,948127,948127.03125,secondary
4128,43.0,948150,948150.0,primary
4129,43.010416666666664,948380,948379.6875,secondary
4130,43.020833333333336,948609,948609.375,secondary
4131,43.03125,948839,948839.0625,secondary
4132,43.041666666666664,949069,949068.75,secondary
4133,43.052083333333336,949298,949298.4375,secondary
4134,43.071875,949735,949734.84375,secondary
4135,43.08229166666666,949965,949964.5312499999,secondary
4136,43.092708333333334,950194,950194.21875,secondary
4137,43.103125,950424,950423.90625,secondary
4138,43.11354166666666,950654,950653.5937499999,secondary
4139,43.123958333333334,950883,950883.28125,secondary
4140,43.125,950906,950906.25,primary
4141,43.135416666666664,951136,951135.9375,secondary
4142,43.145833333333336,951365,951365.625,secondary
4143,43.15625,951595,951595.3125,secondary
4144,43.166666666666664,951825,951825.0,secondary
4145,43.177083333333336,952054,952054.6875,secondary
4146,43.196875,952491,952491.09375,secondary
4147,43.20729166666666,952721,952720.7812499999,secondary
4148,43.217708333333334,952950,952950.46875,secondary
4149,43.228125,953180,953180.15625,secondary
4150,43.23854166666666,953410,953409.8437499999,secondary
4151,43.248958333333334,953640,953639.53125,secondary
4152,43.25,953662,953662.5,primary
4153,43.260416666666664,953892,953892.1875,secondary
4154,43.270833333333336,954121,954121.875,secondary
4155,43.28125,954351,954351.5625,secondary
4156,43.291666666666664,954581,954581.25,secondary
4157,43.302083333333336,954810,954810.9375,secondary
4158,43.321875,955247,955247.34375,secondary
4159,43.33229166666666,955477,955477.0312499999,secondary
4160,43.342708333333334,955707,955706.71875,secondary
4161,43.353125,955936,955936.40625,secondary
4162,43.36354166666666,956166,956166.0937499999,secondary
4163,43.373958333333334,956396,956395.78125,secondary
4164,43.375,956419,956418.75,primary
4165,43.385416666666664,956649,956648.4375,secondary
4166,43.395833333333336,956878,956878.125,secondary
4167,43.40625,957108,957107.8125,secondary
4168,43.416666666666664,957338,957337.5,secondary
4169,43.427083333333336,957567,957567.1875,secondary
4170,43.446875,958004,958003.59375,secondary
4171,43.45729166666666,958233,958233.2812499999,secondary
4172,43.467708333333334,958463,958462.96875,secondary
4173,43.478125,958693,958692.65625,secondary
4174,43.48854166666666,958922,958922.3437499999,secondary
4175,43.498958333333334,959152,959152.03125,secondary
4176,43.5,959175,959175.0,primary
4177,43.510416666666664,959405,959404.6875,secondary
4178,43.520833333333336,959634,959634.375,secondary
4179,43.53125,959864,959864.0625,secondary
4180,43.541666666666664,960094,960093.75,secondary
4181,43.552083333333336,960323,960323.4375,secondary
4182,43.571875,960760,960759.84375,secondary
4183,43.58229166666666,960990,960989.5312499999,secondary
4184,43.592708333333334,961219,961219.21875,secondary
4185,43.603125,961449,961448.90625,secondary
4186,43.61354166666666,961679,961678.5937499999,secondary
4187,43.623958333333334,961908,961908.28125,secondary
4188,43.625,961931,961931.25,primary
4189,43.635416666666664,962161,962160.9375,secondary
4190,43.645833333333336,962390,962390.625,secondary
4191,43.65625,962620,962620.3125,secondary
4192,43.666666666666664,962850,962850.0,secondary
4193,43.677083333333336,963079,963079.6875,secondary
4194,43.696875,963516,963516.09375,secondary
4195,43.70729166666666,963746,963745.7812499999,secondary
4196,43.717708333333334,963975,963975.46875,secondary
4197,43.728125,964205,964205.15625,secondary
4198,43.73854166666666,964435,964434.8437499999,secondary
4199,43.748958333333334,964665,964664.53125,secondary
4200,43.75,964688,964687.5,primary
4201,43.760416666666664,964918,964917.1875,secondary
4202,43.770833333333336,965147,965146.875,secondary
4203,43.78125,965377,965376.5625,secondary
4204,43.791666666666664,965607,965606.25,secondary
4205,43.802083333333336,965836,965835.9375,secondary
4206,43.821875,966272,966272.34375,secondary
4207,43.83229166666666,966502,966502.0312499999,secondary
4208,43.842708333333334,966732,966731.71875,secondary
4209,43.853125,966961,966961.40625,secondary
4210,43.86354166666666,967191,967191.0937499999,secondary
4211,43.873958333333334,967421,967420.78125,secondary
4212,43.875,967444,967443.75,primary
4213,43.885416666666664,967674,967673.4375,secondary
4214,43.895833333333336,967903,967903.125,secondary
4215,43.90625,968133,968132.8125,secondary
4216,43.916666666666664,968363,968362.5,secondary
4217,43.927083333333336,968592,968592.1875,secondary
4218,43.946875,969029,969028.59375,secondary
4219,43.95729166666666,969258,969258.2812499999,secondary
4220,43.967708333333334,969488,969487.96875,secondary
4221,43.978125,969718,969717.65625,secondary
4222,43.98854166666666,969947,969947.3437499999,secondary
4223,43.998958333333334,970177,970177.03125,secondary
4224,44.0,970200,970200.0,primary
4225,44.010416666666664,970430,970429.6875,secondary
4226,44.020833333333336,970659,970659.375,secondary
4227,44.03125,970889,970889.0625,secondary
4228,44.041666666666664,971119,971118.75,secondary
4229,44.052083333333336,971348,971348.4375,secondary
4230,44.071875,971785,971784.84375,secondary
4231,44.08229166666666,972015,972014.5312499999,secondary
4232,44.092708333333334,972244,972244.21875,secondary
4233,44.103125,972474,972473.90625,secondary
4234,44.11354166666666,972704,972703.5937499999,secondary
4235,44.123958333333334,972933,972933.28125,secondary
4236,44.125,972956,972956.25,primary
4237,44.135416666666664,973186,973185.9375,secondary
4238,44.145833333333336,973415,973415.625,secondary
4239,44.15625,973645,973645.3125,secondary
4240,44.166666666666664,973875,973875.0,secondary
4241,44.177083333333336,974104,974104.6875,secondary
4242,44.196875,974541,974541.09375,secondary
4243,44.20729166666666,974771,974770.7812499999,secondary
4244,44.217708333333334,975000,975000.46875,secondary
4245,44.228125,975230,975230.15625,secondary
4246,44.23854166666666,975460,975459.8437499999,secondary
4247,44.248958333333334,975690,975689.53125,secondary
4248,44.25,975712,975712.5,primary
4249,44.260416666666664,975942,975942.1875,secondary
4250,44.270833333333336,976171,976171.875,secondary
4251,44.28125,976401,976401.5625,secondary
4252,44.291666666666664,976631,976631.25,secondary
4253,44.302083333333336,976860,976860.9375,secondary
4254,44.321875,977297,977297.34375,secondary
4255,44.33229166666666,977527,977527.0312499999,secondary
4256,44.342708333333334,977757,977756.71875,secondary
4257,44.353125,977986,977986.40625,secondary
4258,44.36354166666666,978216,978216.0937499999,secondary
4259,44.373958333333334,978446,978445.78125,secondary
4260,44.375,978469,978468.75,primary
4261,44.385416666666664,978699,978698.4375,secondary
4262,44.395833333333336,978928,978928.125,secondary
4263,44.40625,979158,979157.8125,secondary
4264,44.416666666666664,979388,979387.5,secondary
4265,44.427083333333336,979617,979617.1875,secondary
4266,44.446875,980054,980053.59375,secondary
4267,44.45729166666666,980283,980283.2812499999,secondary
4268,44.467708333333334,980513,980512.96875,secondary
4269,44.478125,980743,980742.65625,secondary
4270,44.48854166666666,980972,980972.3437499999,secondary
4271,44.498958333333334,981202,981202.03125,secondary
4272,44.5,981225,981225.0,primary
4273,44.510416666666664,981455,981454.6875,secondary
4274,44.520833333333336,981684,981684.375,secondary
4275,44.53125,981914,981914.0625,secondary
4276,44.541666666666664,982144,982143.75,secondary
4277,44.552083333333336,982373,982373.4375,secondary
4278,44.571875,982810,982809.84375,secondary
4279,44.58229166666666,983040,983039.5312499999,secondary
4280,44.592708333333334,983269,983269.21875,secondary
4281,44.603125,983499,983498.90625,secondary
4282,44.61354166666666,983729,983728.5937499999,secondary
4283,44.623958333333334,983958,983958.28125,secondary
4284,44.625,983981,983981.25,primary
4285,44.635416666666664,984211,984210.9375,secondary
4286,44.645833333333336,984440,984440.625,secondary
4287,44.65625,984670,984670.3125,secondary
4288,44.666666666666664,984900,984900.0,secondary
4289,44.677083333333336,985129,985129.6875,secondary
4290,44.696875,985566,985566.09375,secondary
4291,44.70729166666666,985796,985795.7812499999,secondary
4292,44.717708333333334,986025,986025.46875,secondary
4293,44.728125,986255,986255.15625,secondary
4294,44.73854166666666,986485,986484.8437499999,secondary
4295,44.748958333333334,986715,986714.53125,secondary
4296,44.75,986738,986737.5,primary
4297,44.760416666666664,986968,986967.1875,secondary
4298,44.770833333333336,987197,987196.875,secondary
4299,44.78125,987427,987426.5625,secondary
4300,44.791666666666664,987657,987656.25,secondary
4301,44.802083333333336,987886,987885.9375,secondary
4302,44.821875,988322,988322.34375,secondary
4303,44.83229166666666,988552,988552.0312499999,secondary
4304,44.842708333333334,988782,988781.71875,secondary
4305,44.853125,989011,989011.40625,secondary
4306,44.86354166666666,989241,989241.0937499999,secondary
4307,44.873958333333334,989471,989470.78125,secondary
4308,44.875,989494,989493.75,primary
4309,44.885416666666664,989724,989723.4375,secondary
4310,44.895833333333336,989953,989953.125,secondary
4311,44.90625,990183,990182.8125,secondary
4312,44.916666666666664,990413,990412.5,secondary
4313,44.927083333333336,990642,990642.1875,secondary
4314,44.946875,991079,991078.59375,secondary
4315,44.95729166666666,991308,991308.2812499999,secondary
4316,44.967708333333334,991538,991537.96875,secondary
4317,44.978125,991768,991767.65625,secondary
4318,44.98854166666666,991997,991997.3437499999,secondary
4319,44.998958333333334,992227,992227.03125,secondary
4320,45.0,992250,992250.0,primary
4321,45.010416666666664,992480,992479.6875,secondary
4322,45.020833333333336,992709,992709.375,secondary
4323,45.03125,992939,992939.0625,secondary
4324,45.041666666666664,993169,993168.75,secondary
4325,45.052083333333336,993398,993398.4375,secondary
4326,45.071875,993835,993834.84375,secondary
4327,45.08229166666666,994065,994064.5312499999,secondary
4328,45.092708333333334,994294,994294.21875,secondary
4329,45.103125,994524,994523.90625,secondary
4330,45.11354166666666,994754,994753.5937499999,secondary
4331,45.123958333333334,994983,994983.28125,secondary
4332,45.125,995006,995006.25,primary
4333,45.135416666666664,995236,995235.9375,secondary
4334,45.145833333333336,995465,995465.625,secondary
4335,45.15625,995695,995695.3125,secondary
4336,45.166666666666664,995925,995925.0,secondary
4337,45.177083333333336,996154,996154.6875,secondary
4338,45.196875,996591,996591.09375,secondary
4339,45.20729166666666,996821,996820.7812499999,secondary
4340,45.217708333333334,997050,997050.46875,secondary
4341,45.228125,997280,997280.15625,secondary
4342,45.23854166666666,997510,997509.8437499999,secondary
4343,45.248958333333334,997740,997739.53125,secondary
4344,45.25,997762,997762.5,primary
4345,45.260416666666664,997992,997992.1875,secondary
4346,45.270833333333336,998221,998221.875,secondary
4347,45.28125,998451,998451.5625,secondary
4348,45.291666666666664,998681,998681.25,secondary
4349,45.302083333333336,998910,998910.9375,secondary
4350,45.321875,999347,999347.34375,secondary
4351,45.33229166666666,999577,999577.0312499999,secondary
4352,45.342708333333334,999807,999806.71875,secondary
4353,45.353125,1000036,1000036.40625,secondary
4354,45.36354166666666,1000266,1000266.0937499999,secondary
4355,45.373958333333334,1000496,1000495.78125,secondary
4356,45.375,1000519,1000518.75,primary
4357,45.385416666666664,1000749,1000748.4375,secondary
4358,45.395833333333336,1000978,1000978.125,secondary
4359,45.40625,1001208,1001207.8125,secondary
4360,45.416666666666664,1001438,1001437.5,secondary
4361,45.427083333333336,1001667,1001667.1875,secondary
4362,45.446875,1002104,1002103.59375,secondary
4363,45.45729166666666,1002333,1002333.2812499999,secondary
4364,45.467708333333334,1002563,1002562.96875,secondary
4365,45.478125,1002793,1002792.65625,secondary
4366,45.48854166666666,1003022,1003022.3437499999,secondary
4367,45.498958333333334,1003252,1003252.03125,secondary
4368,45.5,1003275,1003275.0,primary
4369,45.510416666666664,1003505,1003504.6875,secondary
4370,45.520833333333336,1003734,1003734.375,secondary
4371,45.53125,1003964,1003964.0625,secondary
4372,45.541666666666664,1004194,1004193.75,secondary
4373,45.552083333333336,1004423,1004423.4375,secondary
4374,45.571875,1004860,1004859.84375,secondary
4375,45.58229166666666,1005090,1005089.5312499999,secondary
4376,45.592708333333334,1005319,1005319.21875,secondary
4377,45.603125,1005549,1005548.90625,secondary
